t,I,Pop,W,H,C,D,L,r,S,lambda,Pi,I_cap,binding,disc_flow
0.0,6.0,1.0,0.5,1.0,1.0,0.0,0.26,0.03164373629133578,0.5177225522955372,5.382623556037008,-0.24999999999999992,0.0,False,-6.25
0.0273972602739726,6.0,1.030902250078186,0.5020665362035225,1.0,0.7500000000000001,0.20800000000000002,0.3132555479041004,0.5296332706385123,0.5174826060366043,5.368311988461542,-0.30926077270153596,0.0,False,-6.291998784106163
0.0547945205479452,6.0,1.0616183111147741,0.5041117195476427,1.0,0.38873922729846416,0.2557035305354154,0.388742923215596,0.5321515875194683,0.5172430266261326,5.354030657746313,-0.28455486679890496,0.0,False,-6.250213122615052
0.0821917808219178,6.0,1.092149229103081,0.5061357706646455,1.0,0.040258477865705355,0.3236105405162168,0.46165408899033866,0.5311842081743562,0.5170038130290175,5.3397795781612025,-0.27004992138346035,0.0,False,-6.218726471710538
0.1095890410958904,6.0,1.1224960442322132,0.508138907907093,1.0,-0.3106940786468092,0.3917268468452196,0.5350395327851506,0.527565064087326,0.5167649642143872,5.325558762565759,-0.2547710959495204,0.0,False,-6.18659988244262
0.136986301369863,6.0,1.152659790919169,0.5101213473713798,1.0,-0.6633968863076345,0.46254359435873366,0.6087550641431543,0.5328537341098205,0.5165264791555799,5.311368222430354,-0.2448184482572864,0.0,False,-6.159856251525973
0.1643835616438356,6.0,1.1826414978407618,0.5120833029210454,1.0,-1.0238512331546044,0.5359348303083747,0.6840010606486807,0.5315668382119421,0.5162883568301222,5.297207967857049,-0.23375909213585325,0.0,False,-6.1321239856153715
0.1917808219178082,6.0,1.2124421879653684,0.5140249862098456,1.0,-1.3915940328675513,0.6129703344453707,0.7606850242668348,0.5317163858316617,0.516050596219706,5.283078007600179,-0.22560548001051564,0.0,False,-6.107347907702938
0.2191780821917808,6.0,1.2420628785845,0.5159466067045854,1.0,-1.7704420964894096,0.6936162536574871,0.8395704356926987,0.5277686817960533,0.5158131963101666,5.26897834908666,-0.21683368913220583,0.0,False,-6.082056723861094
0.2465753424657534,6.0,1.2715045813441999,0.517848371707716,1.0,-2.1606798490359873,0.7786260865887833,0.9207142976782348,0.5297023156273734,0.5155761560914616,5.254908998436019,-0.21456966779020134,0.0,False,-6.0632074813903225
0.273972602739726,6.0,1.3007683022762668,0.5197304863796989,1.0,-2.5699060384733845,0.8681338135155897,1.0056364768326795,0.5292247881453955,0.5153394745576478,5.240869960480152,-0.21321044845352452,0.0,False,-6.045296202848339
0.3013698630136986,6.0,1.3298550418293067,0.5215931537611376,1.0,-3.0001499403058065,0.9636776481117996,1.094742944544983,0.5325605899330916,0.5151031507068604,5.226861238782814,-0.218908940096646,0.0,False,-6.034285733357639
0.3287671232876712,6.0,1.3587657948996112,0.523436574794682,1.0,-3.4599782924304026,1.0658031766107905,1.1897471639596162,0.5308631907204839,0.5148671835412914,5.212882835658845,-0.22368315254278817,0.0,False,-6.022395874144466
0.3561643835616438,6.0,1.3875015508618673,0.5252609483467056,1.0,-3.9501122391258883,1.176371464029418,1.290793478779101,0.531936569679625,0.5146315720671677,5.198934752193129,-0.23611212469100776,0.0,False,-6.017912828072716
0.3835616438356164,6.0,1.4160632935996955,0.5270664712287592,1.0,-4.480317229824251,1.2957696874154052,1.3998350930231205,0.5296604851929639,0.5143963152947308,5.185016988259306,-0.24941792868202275,0.0,False,-6.01425306873433
0.410958904109589,6.0,1.4444520015360205,0.5288533382188025,1.0,-5.053677580360125,1.4262335125764412,1.5174889832831313,0.5283634323307087,0.5141614122382148,5.171129542538219,-0.2696843100147084,0.0,False,-6.017248612221419
0.4383561643835616,6.0,1.472668647663273,0.5306217420822169,1.0,-5.679920268518944,1.5687305437422192,1.6457006578366935,0.530327508722095,0.5139268619158257,5.157272412536116,-0.3013411179164607,0.0,False,-6.031084649871725
0.4657534246575342,6.0,1.5007141995734257,0.5323718735926003,1.0,-6.373444022370959,1.725653766903993,1.7873499743189425,0.5273829035366251,0.513692663349721,5.143445594602599,-0.33303545190151884,0.0,False,-6.044835753230546
0.4931506849315068,6.0,1.528589619487861,0.534103921552348,1.0,-7.137892915998476,1.9004996823032558,1.9431658588726692,0.5319657870319555,0.5134588155659884,5.129649083948332,-0.3877792771999319,0.0,False,-6.0804068419804
0.5205479452054794,6.0,1.5562958642870766,0.5358180728130204,1.0,-8.000797113774222,2.0946091684754666,2.1186544550085937,0.5307899863947324,0.5132253175946256,5.11588287466251,-0.4426664490544142,0.0,False,-6.115874113956286
0.547945205479452,6.0,1.5838338855402248,0.5375145122955004,1.0,-8.967115854947503,2.3145773674082615,2.314807720527163,0.5315485264405122,0.5129921684695199,5.102146959730077,-0.5155353648116853,0.0,False,-6.168124746447288
0.5753424657534246,6.0,1.611204629534489,0.5391934230099422,1.0,-10.061295561611253,2.562313322376047,2.5365150491164945,0.5291271558087792,0.5127593672284275,5.088441331048728,-0.5956357168794432,0.0,False,-6.226870808668562
0.6027397260273972,6.0,1.6384090373042983,0.5408549860755146,1.0,-11.297509609084708,2.84414279266159,2.7866112244334125,0.5328241881463694,0.5125269129129537,5.074765979445664,-0.7101586860666124,0.0,False,-6.317658362828443
0.6301369863013698,6.0,1.6654480446603797,0.5424993807399399,1.0,-12.71870399331672,3.1643266592215133,3.0,0.5323587267279332,0.5122948045685328,5.0611208946941195,-0.8344342473173204,0.0,False,-6.417059527348978
0.6575342465753424,6.0,1.69232258221865,0.5441267843988306,1.0,-14.344219905439418,3.449171323878497,3.0,0.5316703009824426,0.5120630412444084,5.047506065529671,-0.939107081413468,0.0,False,-6.49751423882805
0.684931506849315,6.0,1.7190335754289492,0.545737372614827,1.0,-16.14561981782251,3.4914360146065713,3.0,0.5281678322471118,0.5118316219936127,5.033921479666316,-0.9050169684351578,0.0,False,-6.447903850602362
0.7123287671232876,6.0,1.745581944603613,0.5473313191365369,1.0,-17.923495789909314,3.533435210281216,3.0,0.5298003260223622,0.5116005458729482,5.020367123812335,-0.8888942162320309,0.0,False,-6.415248305416199
0.7397260273972602,6.0,1.7719686049458887,0.5489087959172787,1.0,-19.69574880871165,3.5751704998692637,3.0,0.5272628225947233,0.511369811942967,5.006842983685933,-0.8581173529721698,0.0,False,-6.369113952629326
0.7671232876712328,6.0,1.7981944665781946,0.5504699731336324,1.0,-21.447658786651132,3.6166434625195674,3.0,0.5279257369524053,0.5111394192679523,4.993349044030672,-0.8388220668693641,0.0,False,-6.33381775744606
0.7945205479452054,6.0,1.824260434570221,0.5520150192037977,1.0,-23.19064171915039,3.657855667627651,3.0,0.5310982937194547,0.5109093669158982,4.979885288630681,-0.8288789105274502,0.0,False,-6.307304860568558
0.821917808219178,6.0,1.8501674089668776,0.5535441008057623,1.0,-24.933984546584753,3.6988086748998885,3.0,0.5314685729354469,0.5106796539584912,4.96645170032567,-0.808947553209758,0.0,False,-6.271689543887345
0.8493150684931506,6.0,1.8759162848160869,0.555057382895284,1.0,-26.667634268519485,3.7395040344172314,3.0,0.5328050583946052,0.5104502794710911,4.953048261025731,-0.79277531003663,0.0,False,-6.239674927806822
0.8767123287671232,6.0,1.9015079521964215,0.5565550287236849,1.0,-28.395285587160426,3.779943286698471,3.0,0.5289549521488289,0.5102212425327118,4.939674951725935,-0.7572215150938034,0.0,False,-6.190033843998987
0.9041095890410958,6.0,1.926943296244592,0.5580371998554636,1.0,-30.097492923928847,3.820127962763054,3.0,0.5292227582362092,0.5099925422260028,4.926331752520728,-0.7372039047107964,0.0,False,-6.154810855916281
0.9315068493150684,6.0,1.9522231971827795,0.5595040561857242,1.0,-31.789728819330406,3.8600595841934444,3.0,0.5298173348676548,0.50976417763723,4.913018642618133,-0.7185842979799614,0.0,False,-6.121007930355175
0.958904109589041,6.0,1.9773485303458196,0.5609557559574255,1.0,-33.473328013358724,3.899739663197039,3.0,0.5281368281545057,0.509536147856258,4.899735600353753,-0.6912544549254739,0.0,False,-6.079430097069056
0.9863013698630136,6.0,2.0023201662082353,0.5623924557784525,1.0,-35.139517384083454,3.93916970266764,3.0,0.5277795290320129,0.5093084519765307,4.886482603204579,-0.6691187021438084,0.0,False,-6.04274020624551
1.0136986301369864,6.0,2.02713897041112,0.5638143106385108,1.0,-36.79342851189417,3.9783511962464964,3.0,0.5298542295573556,0.5090810890950536,4.87325962780261,-0.6567446048256745,0.0,False,-6.015026192597158
1.0410958904109588,6.0,2.051805803788872,0.5652214739258468,1.0,-38.44476091578147,4.017285628382893,3.0,0.5283614560943053,0.5088540583123754,4.860066649948288,-0.6303145013874499,0.0,False,-5.974752355248659
1.0684931506849313,6.0,2.0763215223957827,0.566614097443795,1.0,-40.07939682426465,4.055974474394324,3.0,0.531018883968095,0.5086273587325698,4.84690364462374,-0.6207150973973005,0.0,False,-5.94977896305722
1.095890410958904,6.0,2.100686977532476,0.5679923314271546,1.0,-41.71410554026053,4.094419200526229,3.0,0.5296229115132339,0.508400989463218,4.833770586005845,-0.5948367671326306,0.0,False,-5.910308287503384
1.1232876712328768,6.0,2.124903015772202,0.5693563245583965,1.0,-43.332547107524725,4.132621264011299,3.0,0.531996069176347,0.5081749496153896,4.820667447479111,-0.5845401876904738,0.0,False,-5.884935251771761
1.1506849315068493,6.0,2.1489704789869855,0.5707062239837031,1.0,-44.95024261121802,4.170582113128379,3.0,0.5312015906120136,0.5079492383036263,4.8075942016483815,-0.5613248562964562,0.0,False,-5.8481422646696135
1.1780821917808217,6.0,2.172890204373631,0.5720421753288422,1.0,-46.554212995796576,4.208303187260922,3.0,0.5288741998482922,0.5077238546459235,4.794550820351364,-0.5317096188046454,0.0,False,-5.805817892822178
1.2054794520547945,6.0,2.196663024479583,0.5733643227148768,1.0,-48.137998411416454,4.245785916955057,3.0,0.5319935588083712,0.5074987977637129,4.78153727467098,-0.5251564203698623,0.0,False,-5.784124330324722
1.2328767123287672,6.0,2.220289767228641,0.5746728087737133,1.0,-49.72460131102508,4.283031723977226,3.0,0.5318285861449809,0.5072740667818447,4.768553534947553,-0.5048796195821262,0.0,False,-5.7503742217288885
1.2602739726027397,6.0,2.2437712559465384,0.5759677746634878,1.0,-51.300238861601514,4.3200420213714175,3.0,0.5293248702741811,0.5070496608285711,4.755599570790814,-0.4745969238615996,0.0,False,-5.707944390834276
1.2876712328767121,6.0,2.2671083093863746,0.5772493600837946,1.0,-52.854846290805966,4.356818213515993,3.0,0.5287299686235815,0.506825579035528,4.742675351091752,-0.45255584904271273,0.0,False,-5.672949546562511
1.3150684931506849,6.0,2.290301741753908,0.5785177032907566,1.0,-54.396606693227675,4.393361696180116,3.0,0.5310949730238499,0.5066018205377191,4.7297808440342965,-0.44358482654409526,0.0,False,-5.649562937737158
1.3424657534246576,6.0,2.31335236273271,0.5797729411119401,1.0,-55.9385319438168,4.42967385657977,3.0,0.5278385149016559,0.5063783844734977,4.71691601710683,-0.40999363466676086,0.0,False,-5.604734587303615
1.36986301369863,6.0,2.3362609775091805,0.5810152089611161,1.0,-57.4559440426285,4.465756073433393,3.0,0.5281994492148506,0.5061552699845505,4.704080837113549,-0.3924301955640236,0.0,False,-5.574085159967652
1.3972602739726026,6.0,2.359028386797422,0.5822446408528682,1.0,-58.964813256550876,4.501609717017111,3.0,0.5270441736185061,0.505932476215881,4.691275270185665,-0.36817594546923604,0.0,False,-5.537743184760634
1.4246575342465753,6.0,2.38165538686398,0.58346136941705,1.0,-60.45839163127439,4.537236149219575,3.0,0.5317215462650128,0.5057100023157921,4.678499281792443,-0.37041167332822,0.0,False,-5.52453091185281
1.452054794520548,6.0,2.4041427695524447,0.584665525913093,1.0,-61.963112341907504,4.57263672359643,3.0,0.5309891051395522,0.5054878474358702,4.665752836752091,-0.3483494853594017,0.0,False,-5.49033556223718
1.4794520547945205,6.0,2.4264913223079176,0.5858572402441671,1.0,-63.45462100816601,4.607812785424379,3.0,0.531230992271758,0.505266010730968,4.653035899242498,-0.33083185270677873,0.0,False,-5.46020555438915
1.506849315068493,6.0,2.4487018282013415,0.5870366409711941,1.0,-64.93740605722888,4.642765671754877,3.0,0.5316843741861318,0.5050444913591889,4.640348432811818,-0.31441935869877147,0.0,False,-5.431149868609648
1.5342465753424657,6.0,2.470775065953697,0.5882038553267168,1.0,-66.41251683386638,4.6774967114674455,3.0,0.5297534946532301,0.5048232884818702,4.627690400388906,-0.28699181864714907,0.0,False,-5.392763976195038
1.5616438356164384,6.0,2.4927118099600656,0.5893590092286247,1.0,-67.86888283038039,4.712007225322607,3.0,0.5304124471757173,0.5046024012635668,4.6150617642936105,-0.2717396314165027,0.0,False,-5.364962497139307
1.5890410958904109,6.0,2.514512830313559,0.5905022272937379,1.0,-69.31862426812755,4.746298526014448,3.0,0.527838781988766,0.5043818288720361,4.602462486246918,-0.24129498843756672,0.0,False,-5.3243124264185075
1.6164383561643834,6.0,2.536178892829118,0.5916336328512508,1.0,-70.74649388806874,4.780371918222825,3.0,0.5276871804412159,0.5041615704782202,4.589892527380959,-0.22235807693303525,0.0,False,-5.293634766473931
1.643835616438356,6.0,2.557710759067175,0.5927533479560363,1.0,-72.16394494455749,4.814228698665177,3.0,0.5310104177707429,0.5039416252562321,4.577351848248868,-0.22024445683526564,0.0,False,-5.277358276417015
1.6712328767123288,6.0,2.579109186357193,0.5938614934018135,1.0,-73.58774657605905,4.847870156148007,3.0,0.5298265772368588,0.5037219923833385,4.564840408834506,-0.19660919887263476,0.0,False,-5.2429218682194305
1.6986301369863013,6.0,2.6003749278210684,0.5949581887341783,1.0,-74.99632331396869,4.881297571617965,3.0,0.5303914166388871,0.5035026710399443,4.552358168562052,-0.18153397653048167,0.0,False,-5.215857180641364
1.7260273972602738,6.0,2.621508732396407,0.5960435522635003,1.0,-76.39818168340366,4.914512218212616,3.0,0.5315899931444962,0.5032836604095776,4.539905086305451,-0.1697139662323587,0.0,False,-5.191640512755696
1.7534246575342465,6.0,2.6425113448596718,0.5971177010776856,1.0,-77.79652370418918,4.947515361310812,3.0,0.5308083099200035,0.5030649596788735,4.52748112039773,-0.1482783395494355,0.0,False,-5.159448180877712
1.7808219178082192,6.0,2.663383505849201,0.5981807510548085,1.0,-79.18168088406632,4.980308258582731,3.0,0.530321476403948,0.5028465680375593,4.515086228640187,-0.12836184516199048,0.0,False,-5.128664463316704
1.8082191780821917,6.0,2.6841259518881007,0.599232816875612,1.0,-80.555119793874,5.012892160039572,3.0,0.5303552429644725,0.5026284846784389,4.502720368311445,-0.11112503222276163,0.0,False,-5.10024699059238
1.8356164383561642,6.0,2.7047394154070106,0.6002740120358797,1.0,-81.91946786610666,5.0452683080828855,3.0,0.5288237005883757,0.5024107087973771,4.49038349617638,-0.08609437193359995,0.0,False,-5.065459802400919
