policy,season,W,P,C
Model(MPC),0,0.423467391,0.5,1
Model(MPC),1,0.596427174,0.484693478,0.663647098
Model(MPC),2,0.717499022,0.507040217,1.084357603
Model(MPC),3,0.802249315,0.549131978,1.568505315
Model(MPC),4,0.861574521,0.599755446,2.055608739
